,bookId,title,price,author,a_id
3921,102305.The_Forgotten_Soldier,The Forgotten Soldier,1136.2,Guy Sajer,7165
3922,2410506.Thanks_for_the_Memories,Thanks for the Memories,209.76,Cecelia Ahern,6574
3923,68380.Dragonlance_Chronicles,Dragonlance Chronicles,1497.96,"Margaret Weis (Goodreads Author), Tracy Hickman (Goodreads Author)",8872
3924,12063467-fury,Fury,529.42,Laurann Dohner,8673
3925,82751.Chinese_Cinderella,Chinese Cinderella: The True Story of an Unwanted Daughter,252.32,Adeline Yen Mah,3679
3926,30226.A_Stroke_of_Midnight,A Stroke of Midnight,354.16,Laurell K. Hamilton (Goodreads Author),6891
3927,3300.In_s_of_My_Soul,Inés of My Soul,240.92,"Isabel Allende (Goodreads Author), Margaret Sayers Peden (Translator)",7600
3928,416775._,زندگی در پیش رو,529.42,"Romain Gary, لیلی گلستان (Translator)",4227
3929,161426.How_I_Live_Now,How I Live Now,171.0,Meg Rosoff (Goodreads Author),3310
3930,4902793-sookie-stackhouse-7-copy-boxed-set,Sookie Stackhouse 7-copy Boxed Set,1899.24,Charlaine Harris (Goodreads Author),5286
3931,99383.Blood_Rites,Blood Rites,345.8,Jim Butcher (Goodreads Author),3489
3932,84146.Dark_Side_of_the_Moon,Dark Side of the Moon,258.4,Sherrilyn Kenyon (Goodreads Author),7008
3933,12039534-creatura,Creatura,1072.36,Nely Cab (Goodreads Author),5309
3934,6420846-lockdown,Lockdown,247.0,Alexander Gordon Smith (Goodreads Author),5015
3935,13508406-the-unwords,The Unwords,1279.08,Non Nomen (Goodreads Author),4804
3936,14567915-dead-wrong,Dead Wrong: Straight Facts on the Country's Most Controversial Cover-Ups,466.64,"Richard Belzer, David Wayne (Goodreads Author), Jesse Ventura (Afterword)",7799
3937,15954655-the-door-in-the-sky,The Door in the Sky,408.88,Sandy Klein Bernstein (Goodreads Author),3694
3938,19546932-how-to-be-a-perfect-girl,How to Be a Perfect Girl,529.42,Mary Williams (Goodreads Author),5339
3939,18869947-blackamoores,"Blackamoores: Africans in Tudor England, Their Presence, Status and Origins",529.42,Onyeka,6149
3940,19464292-witch-in-the-woods,Witch in the Woods,884.64,Taylor Ann Bunker (Goodreads Author),3348
3941,1301.Moneyball,Moneyball: The Art of Winning an Unfair Game,205.96,Michael Lewis,3709
3942,31436554-if-i-wake,If I Wake,529.42,Nikki Moyes (Goodreads Author),6767
3943,40273980-avaland,Avaland,1168.88,Amy Croucher Rose,6595
3944,429024.The_Old_Curiosity_Shop,The Old Curiosity Shop,64.6,"Charles Dickens, Norman Page (Editor)",4194
3945,71458.Stupeur_et_tremblements,Stupeur et tremblements,529.42,Amélie Nothomb,6066
3946,43325.Nothing_Lasts_Forever,Nothing Lasts Forever,145.16,Sidney Sheldon,5741
3947,1591.Lysistrata,Lysistrata,902.88,"Aristophanes, Sarah Ruden (Translator)",3949
3948,13445306-let-the-sky-fall,Let the Sky Fall,257.64,Shannon Messenger (Goodreads Author),4270
3949,68526.Lords_of_the_North,Lords of the North,322.24,Bernard Cornwell (Goodreads Author),7127
3950,3692.The_Heart_of_the_Matter,The Heart of the Matter,274.36,Graham Greene,3530
3951,69499.The_Wanderer,The Wanderer,352.64,"Sharon Creech, David Díaz (Illustrations)",5280
3952,18336965-my-heart-and-other-black-holes,My Heart and Other Black Holes,529.42,Jasmine Warga (Goodreads Author),6665
3953,33597279-when-the-moon-comes,When the Moon Comes,772.92,"Paul Harbridge (Goodreads Author), Matt James (Goodreads Author) (Illustrator)",6304
3954,35297426-then-she-was-gone,Then She Was Gone,453.72,Lisa Jewell (Goodreads Author),3047
3955,60229.Halo,Halo: The Fall of Reach,231.04,Eric S. Nylund (Goodreads Author),5555
3956,1397743.La_Horde_du_Contrevent,La Horde du Contrevent,352.64,Alain Damasio,5469
3957,97411.Letters_from_a_Stoic,Letters from a Stoic,332.88,"Seneca, Robin Campbell (Translator)",3008
3958,22174792,الصوت روح,529.42,Huda Aweys (Goodreads Author),7420
3959,12043770-third-grave-dead-ahead,Third Grave Dead Ahead,379.24,Darynda Jones (Goodreads Author),4527
3960,11368591-hidden,Hidden,212.8,Shalini Boland (Goodreads Author),4388
3961,287861.Mortal_Engines,Mortal Engines,333.64,Philip Reeve (Goodreads Author),5924
3962,17375956-reaper-s-property,Reaper's Property,529.42,Joanna Wylde (Goodreads Author),3936
3963,46465.The_Chemistry_of_Death,The Chemistry of Death,240.16,Simon Beckett,7330
3964,18660447-the-fill-in-boyfriend,The Fill-In Boyfriend,315.4,Kasie West (Goodreads Author),7802
3965,49204605-full-moon-saturday-night,Full Moon Saturday Night,529.42,Mark Barkawitz (Goodreads Author),7789
3966,3974.The_Terror,The Terror,437.76,Dan Simmons,5500
3967,15779.Sideways_Stories_from_Wayside_School,Sideways Stories from Wayside School,197.6,"Louis Sachar (Goodreads Author), Adam McCauley (Illustrator)",8301
3968,37526.Henry_V,Henry V,251.56,"William Shakespeare, Barbara A. Mowat (Editor), Paul Werstine (Editor), Michael Neill (Essay)",7520
3969,23587984-maybe-not,Maybe Not,529.42,Colleen Hoover (Goodreads Author),6145
3970,27431418-coinman,Coinman: An Untold Conspiracy,684.76,Pawan Mishra (Goodreads Author),3167
3971,31817749-the-stone-sky,The Stone Sky,529.42,N.K. Jemisin (Goodreads Author),6367
3972,34440.Doctor_Faustus,Doctor Faustus,399.76,"Thomas Mann, John E. Woods (Translator)",6731
3973,12254379-1q84-1-2,1Q84 #1-2,529.42,"Haruki Murakami, Jay Rubin (Translator)",7289
3974,35164507-the-evening-tide,The Evening Tide,529.42,Jeremy Forsyth (Goodreads Author),8712
3975,42270550-a-newborn-business,A Newborn Business: Esports,1425.76,Zoltan Andrejkovics (Goodreads Author),4985
3976,4837112-percy-jackson-and-the-sword-of-hades,Percy Jackson and the Sword of Hades,110.2,Rick Riordan (Goodreads Author),3190
3977,68453.Czas_pogardy,Czas pogardy,2086.2,Andrzej Sapkowski,8637
3978,385706.Gregor_and_the_Curse_of_the_Warmbloods,Gregor and the Curse of the Warmbloods,233.32,Suzanne Collins,7541
3979,18170039-the-guard,The Guard,529.42,Kiera Cass (Goodreads Author),4128
3980,116114.From_Here_to_Eternity,From Here to Eternity,529.42,James Jones,6428
3981,17927559-fighting-destiny,Fighting Destiny,529.42,Amelia Hutchins (Goodreads Author),5869
3982,142458.Flashman,Flashman,136.04,"George MacDonald Fraser, Gino D'Achille (Illustrator)",5726
3983,1237398.One_Piece_Volume_1,"One Piece, Volume 1: Romance Dawn",524.4,"Eiichiro Oda, Andy Nakatani (Translator)",8073
3984,444304.The_Field_Guide,The Field Guide,266.76,"Tony DiTerlizzi (Goodreads Author), Holly Black (Goodreads Author)",4876
3985,9957.The_Cement_Garden,The Cement Garden,487.92,Ian McEwan,3379
3986,15937108-counting-by-7s,Counting by 7s,240.92,Holly Goldberg Sloan (Goodreads Author),6742
3987,760941.When_Rabbit_Howls,When Rabbit Howls,278.92,"Truddi Chase, Robert A. Phillips Jr. (Contributor)",5006
3988,12846479-destined,Destined,235.6,Aprilynne Pike,4202
3989,37800210-gris-ange-2014,Gris Ange 2014,529.42,Lucio Agustine Rosenkreutz Crăciunescu (Goodreads Author),6744
3990,40180098-the-overstory,The Overstory,805.6,Richard Powers,6579
3991,15676.Strangers,Strangers,514.52,Dean Koontz (Goodreads Author),3202
3992,13496738-while-it-lasts,While It Lasts,529.42,Abbi Glines (Goodreads Author),7727
3993,17833099-price-of-a-kiss,Price of a Kiss,529.42,Linda Kage (Goodreads Author),6170
3994,17780.In_the_Heart_of_the_Sea,In the Heart of the Sea: The Tragedy of the Whaleship Essex,66.12,Nathaniel Philbrick (Goodreads Author),8495
3995,371787.Sorceress_of_Darshiva,Sorceress of Darshiva,186.2,David Eddings,4704
3996,8150317-deeper-than-midnight,Deeper Than Midnight,340.48,Lara Adrian (Goodreads Author),5454
3997,15998621-dinner-with-a-vampire,Dinner with a Vampire,222.68,Abigail Gibbs (Goodreads Author),5683
3998,26146630-immortal-matchmakers-inc,"Immortal Matchmakers, Inc.",624.72,Mimi Jean Pamfiloff (Goodreads Author),5132
3999,73945.Apology,Apology,1715.32,"Plato, James J. Helm (Editor)",4859
4000,37757861-coeur-pourri-de-laine,Coeur pourri de laine (DF),529.42,Lucio Agustine Rosenkreutz Crăciunescu (Goodreads Author),6744
4001,26025580-the-grownup,The Grownup,152.76,Gillian Flynn (Goodreads Author),7174
4002,111021.Dawn,Dawn,136.04,Erin Hunter,4945
4003,102327.Armor,Armor,193.8,John Steakley,3986
4004,19095025-play,Play,529.42,Kylie Scott (Goodreads Author),8365
4005,50905836-from-brexit-to-brazil,From Brexit to Brazil,529.42,John Richard Spencer (Goodreads Author),8927
4006,3338544,رحلتي من الشك إلى الإيمان,529.42,مصطفى محمود,5341
4007,13125234-twice-tempted,Twice Tempted,566.96,Jeaniene Frost (Goodreads Author),7037
4008,11449.Cathedral,Cathedral,66.88,Raymond Carver,6821
4009,37794574-das-geheimnis-der-blumen,Das geheimnis der blumen (DEU),529.42,"Mykhaella Caponi, Lucio Agustine Rosenkreutz Crăciunescu (Goodreads Author)",3275
4010,6854.Three_to_Get_Deadly,Three to Get Deadly,244.72,Janet Evanovich (Goodreads Author),7647
4011,8269450-darkest-powers-trilogy,Darkest Powers Trilogy,966.72,Kelley Armstrong (Goodreads Author),5056
4012,673657.Guardians_of_the_West,Guardians of the West,491.72,David Eddings,4704
4013,292740.Sleepers,Sleepers,465.12,Lorenzo Carcaterra,7290
4014,10538.The_Life_and_Times_of_the_Thunderbolt_Kid,The Life and Times of the Thunderbolt Kid,355.68,"Bill Bryson, Goran Skrobonja (Translator)",5750
4015,12075.Tractatus_Logico_Philosophicus,Tractatus Logico-Philosophicus,910.48,"Ludwig Wittgenstein, David Pears (Translator), Brian McGuinness (Translator), Bertrand Russell (Introduction)",6165
4016,5191.The_Pilot_s_Wife,The Pilot's Wife,110.2,Anita Shreve,8880
4017,95622.The_Last_Sin_Eater,The Last Sin Eater,399.76,Francine Rivers (Goodreads Author),4417
4018,68531.The_Archer_s_Tale,The Archer's Tale,255.36,Bernard Cornwell (Goodreads Author),7127
4019,118944.American_Born_Chinese,American Born Chinese,378.48,Gene Luen Yang (Goodreads Author),5407
4020,17833493-when-it-rains,When It Rains,529.42,Lisa De Jong (Goodreads Author),6651
4021,6163.The_Border_Trilogy,"The Border Trilogy: All the Pretty Horses, The Crossing, Cities of the Plain",804.84,Cormac McCarthy,6269
4022,17331518-fracture-me,Fracture Me,529.42,Tahereh Mafi,8877
4023,13227454-the-unlikely-pilgrimage-of-harold-fry,The Unlikely Pilgrimage of Harold Fry,540.36,Rachel Joyce,5272
4024,88061.Dreams_from_My_Father,Dreams from My Father: A Story of Race and Inheritance,334.4,Barack Obama,6353
4025,73084.Heaven_Texas,"Heaven, Texas",285.0,Susan Elizabeth Phillips (Goodreads Author),7960
4026,7683299-der-kuss-des-kjer,Der Kuss des Kjer,285.0,Lynn Raven,8037
4027,2768169-the-underneath,The Underneath,240.92,"Kathi Appelt (Goodreads Author), David Small (Illustrator)",8874
4028,224500.Point_Blank,Point Blank,257.64,Anthony Horowitz (Goodreads Author),8707
4029,14495404-past-present-and-promises,"Past, Present, and Promises",934.04,"Patricia H. Graham (Goodreads Author), Verna C. Humphrey (Goodreads Author)",6834
4030,25101.Season_of_Mists,Season of Mists,2033.0,"Neil Gaiman (Goodreads Author), Matt Wagner (Illustrator), George Pratt (Illustrator), Dick Giordano (Illustrator), Kelley Jones (Illustrator), P. Craig Russell (Illustrator), Mike Dringenberg (Illustrator), Malcolm Jones III (Illustrator), more…",5773
4031,17567.A_Girl_of_the_Limberlost,A Girl of the Limberlost,529.42,Gene Stratton-Porter,6845
4032,51106657-u-10,U-10,529.42,Sam B. Miller II (Goodreads Author),3539
4033,23196.The_River_Why,The River Why,367.08,David James Duncan,6137
4034,26.The_Lost_Continent,The Lost Continent: Travels in Small Town America,223.44,Bill Bryson,3170
4035,54492.The_Prisoner_of_Zenda,The Prisoner of Zenda,136.04,Anthony Hope,5698
4036,10108463-the-devil-all-the-time,The Devil All the Time,2772.48,Donald Ray Pollock,3915
4037,42932.Whirlwind,Whirlwind,574.56,James Clavell,8013
4038,13369678-the-vincent-brothers,The Vincent Brothers,529.42,Abbi Glines (Goodreads Author),7727
4039,3720975-handle-with-care,Handle with Care,369.36,Jodi Picoult (Goodreads Author),5915
4040,1127783.Parce_que_je_t_aime,Parce que je t'aime,375.44,Guillaume Musso,5485
4041,1218052.Introducing_Chomsky,Introducing Chomsky,66.12,"John Maher, Judy Groves (Illustrator), Richard Appignanesi (Editor)",3088
4042,5598113-vision-in-white,Vision in White,217.36,Nora Roberts (Goodreads Author),3937
4043,6416903-dark-secrets-1,Dark Secrets 1,216.6,Elizabeth Chandler,7061
4044,10798418-why-we-broke-up,Why We Broke Up,164.92,"Daniel Handler (Goodreads Author), Maira Kalman (Illustrator)",3266
4045,164531.The_Railway_Children,The Railway Children,102.6,E. Nesbit,6739
4046,15547.Magic_Kingdom_for_Sale_Sold,Magic Kingdom for Sale/Sold,209.76,Terry Brooks (Goodreads Author),6225
4047,5171.Drowning_Ruth,Drowning Ruth,202.92,Christina Schwarz (Goodreads Author),4254
4048,87640.PostSecret,PostSecret: Extraordinary Confessions from Ordinary Lives (PostSecret),260.68,Frank Warren,3500
4049,5618698-nice-girls-don-t-have-fangs,Nice Girls Don't Have Fangs,209.76,Molly Harper (Goodreads Author),6689
4050,67006.Los_renglones_torcidos_de_Dios,Los renglones torcidos de Dios,1934.2,Torcuato Luca de Tena,7877
4051,10079321-the-magician-king,The Magician King,345.8,Lev Grossman (Goodreads Author),5262
4052,20603820-the-will,The Will,529.42,Kristen Ashley (Goodreads Author),3393
4053,6611038-spider-s-bite,Spider's Bite,405.84,Jennifer Estep (Goodreads Author),6796
4054,527823.The_Contortionist_s_Handbook,The Contortionist's Handbook,773.68,Craig Clevenger (Goodreads Author),6026
4055,39182872-cut-and-run,Cut and Run,529.42,Mary Burton (Goodreads Author),3505
4056,8113681,الفيزياء المسلية,529.42,"Yakov Perelman, داود سليمان المنير (ترجمة)",7425
4057,68452.Pani_Jeziora,Pani Jeziora,752.4,Andrzej Sapkowski,8637
4058,12522507-hidden,Hidden,355.68,Sophie Jordan (Goodreads Author),6765
4059,10915.Salem_Falls,Salem Falls,253.08,Jodi Picoult (Goodreads Author),5915
4060,216422.The_Last_Command,The Last Command,236.36,Timothy Zahn (Goodreads Author),7115
4061,318016.The_Mother_Daughter_Book_Club,The Mother-Daughter Book Club,236.36,Heather Vogel Frederick,8955
4062,9975679-ashes,Ashes,240.92,Ilsa J. Bick (Goodreads Author),7395
4063,40963358-dhalgren,Dhalgren,529.42,"Samuel R. Delany, William Gibson (Foreword)",5398
4064,10579.Everything_s_Eventual,Everything's Eventual,423.32,Stephen King (Goodreads Author),4710
4065,9888775-catching-jordan,Catching Jordan,301.72,Miranda Kenneally (Goodreads Author),4580
4066,15820748-the-prince,The Prince,529.42,Kiera Cass (Goodreads Author),4128
4067,194366.The_Return_of_Sherlock_Holmes,The Return of Sherlock Holmes,236.36,"Arthur Conan Doyle, Angus Wilson (Foreword), Richard Lancelyn Green (Editor), Owen Dudley Edwards (Series Editor)",5287
4068,25905.Beneath_the_Wheel,Beneath the Wheel,398.24,"Hermann Hesse, Michael E. Roloff (Translator)",6733
4069,31331.Blood_Canticle,Blood Canticle,209.76,Anne Rice,6594
4070,11472.We_Wish_to_Inform_You_That_Tomorrow_We_Will_Be_Killed_with_Our_Families,We Wish to Inform You That Tomorrow We Will Be Killed with Our Families,200.64,Philip Gourevitch,6265
4071,9415951-forgotten,Forgotten,240.16,Cat Patrick (Goodreads Author),7891
4072,11112619-fever,Fever,539.6,Lauren DeStefano (Goodreads Author),7444
4073,97486.The_Crow,The Crow,452.96,James O'Barr,4681
4074,345299.Midnight_Tides,Midnight Tides,316.92,Steven Erikson (Goodreads Author),5453
4075,2152871.Kushiel_s_Mercy,Kushiel's Mercy,252.32,Jacqueline Carey (Goodreads Author),7760
4076,34890015-factfulness,Factfulness: Ten Reasons We're Wrong About the World – and Why Things Are Better Than You Think,333.64,"Hans Rosling, Ola Rosling, Anna Rosling Rönnlund",7136
4077,28247.Voice_of_the_Gods,Voice of the Gods,209.76,Trudi Canavan,7519
4078,7853137-think-of-a-number,Think of a Number,399.76,John Verdon,4635
4079,12042279-darker-after-midnight,Darker After Midnight,64.6,Lara Adrian (Goodreads Author),5454
4080,439275.Princess_in_the_Spotlight,Princess in the Spotlight,491.72,Meg Cabot (Goodreads Author),5455
4081,127584.Dragonquest,Dragonquest,529.42,"Anne McCaffrey, Michael Whelan (Illustrator)",8530
4082,125502.What_I_Loved,What I Loved,247.0,Siri Hustvedt,5027
4083,103342.Stolen_Lives,Stolen Lives: Twenty Years in a Desert Jail,221.92,"Malika Oufkir, Michèle Fitoussi",7648
4084,23349901-percy-jackson-s-greek-heroes,Percy Jackson's Greek Heroes,765.32,"Rick Riordan (Goodreads Author), John Rocco (Illustrator)",6954
4085,505304.The_Poky_Little_Puppy,The Poky Little Puppy,208.24,"Janette Sebring Lowrey, Gustaf Tenggren (Illustrator)",6291
4086,14896701-ancient-blood,Ancient Blood: A Novel of the Hegemony,529.42,Brian McKinley,7962
4087,17332969-the-100,The 100,494.0,Kass Morgan (Goodreads Author),7548
4088,2152.The_Jane_Austen_Book_Club,The Jane Austen Book Club,206.72,Karen Joy Fowler,4967
4089,15320.Exquisite_Corpse,Exquisite Corpse,1033.6,Poppy Z. Brite (Goodreads Author),7212
4090,18341046-until-november,Until November,529.42,Aurora Rose Reynolds (Goodreads Author),7200
4091,6058042-bad-moon-rising,Bad Moon Rising,253.08,Sherrilyn Kenyon (Goodreads Author),7008
4092,33722.The_Undomestic_Goddess,The Undomestic Goddess,240.16,Sophie Kinsella (Goodreads Author),5532
4093,2186848.The_Absolute_Sandman_Volume_Three,"The Absolute Sandman, Volume Three",6254.8,"Neil Gaiman (Goodreads Author) (Writer), Jill Thompson (Artist), Vince Locke (Artist), Bryan Talbot (Artist), Mark Buckingham (Artist), P. Craig Russell (Artist), Michael Zulli (Artist), John Watkiss (Artist), more…",8595
4094,52251.Claudius_the_God_and_His_Wife_Messalina,Claudius the God and His Wife Messalina,399.76,Robert Graves,6621
4095,165030.Anybody_Out_There_,Anybody Out There?,258.4,Marian Keyes,6988
4096,25932.Lost_Illusions,Lost Illusions,1562.56,"Honoré de Balzac, Ellen Marriage (Translator), George Saintsbury (Introduction)",4464
4097,24453082-big-magic,Big Magic: Creative Living Beyond Fear,369.36,Elizabeth Gilbert (Goodreads Author),4393
4098,17465515-the-story-of-a-new-name,The Story of a New Name,237.12,"Elena Ferrante, Ann Goldstein (Translator)",7623
4099,2798094-swallowing-darkness,Swallowing Darkness,440.8,Laurell K. Hamilton (Goodreads Author),6891
4100,300225.Bloodline,Bloodline,2029.2,Sidney Sheldon,5741
4101,10964693-the-marriage-plot,The Marriage Plot,335.16,Jeffrey Eugenides,3596
4102,18043539-les-fianc-s-de-l-hiver,Les Fiancés de l'Hiver,1102.0,Christelle Dabos,5984
4103,33540548-public-information,Public Information,529.42,Rolf Margenau (Goodreads Author),7016
4104,1111.The_Power_Broker,The Power Broker: Robert Moses and the Fall of New York,1254.76,Robert A. Caro,7798
4105,21466317-central-park,Central Park,234.84,Guillaume Musso,5485
4106,22910900-the-rest-of-us-just-live-here,The Rest of Us Just Live Here,64.6,Patrick Ness,8628
4107,73095.Dream_a_Little_Dream,Dream a Little Dream,274.36,Susan Elizabeth Phillips (Goodreads Author),7960
4108,13062645-poseidon-s-children,Poseidon’s Children,217.36,Michael West (Goodreads Author),4941
4109,143727.Pirates_,Pirates!,221.16,Celia Rees (Goodreads Author),6631
4110,1633.Getting_Things_Done,Getting Things Done: The Art of Stress-Free Productivity,199.12,David Allen,5832
4111,3873.A_History_of_God,"A History of God: The 4,000-Year Quest of Judaism, Christianity, and Islam",534.28,Karen Armstrong,4065
4112,443103.Moominland_Midwinter,Moominland Midwinter,553.28,"Tove Jansson, Thomas Warburton (translator)",6658
4113,422728.The_Unknown_Soldier,The Unknown Soldier,3374.4,Väinö Linna,8672
4114,42771754-supernova,Supernova,669.56,Marissa Meyer (Goodreads Author),6337
4115,97961.Archangel,Archangel,238.64,Sharon Shinn,6706
4116,63580.Message_from_Nam,Message from Nam,212.8,Danielle Steel,8487
4117,425029.Presumed_Innocent,Presumed Innocent,490.2,Scott Turow (Goodreads Author),3756
4118,230514.The_Notebook_The_Proof_The_Third_Lie,"The Notebook, The Proof, The Third Lie: Three Novels",768.36,"Ágota Kristóf, Alan Sheridan (Translator), David Watson (Translator), Marc Romano (Translator)",6779
4119,128066.The_Pianist,"The Pianist: The Extraordinary Story of One Man's Survival in Warsaw, 1939–45",177.84,"Władysław Szpilman, Anthea Bell (Translator)",7499
4120,40492305-the-killer-collective,The Killer Collective,529.42,Barry Eisler (Goodreads Author),8039
4121,44687.Enchanters_End_Game,Enchanters' End Game,228.0,David Eddings,4704
4122,231562.The_Enemy,The Enemy,240.16,Lee Child (Goodreads Author),5786
4123,94578.The_Gay_Science,The Gay Science,281.96,"Friedrich Nietzsche, Walter Kaufmann (Translator)",7020
4124,16176440-we-are-all-completely-beside-ourselves,We Are All Completely Beside Ourselves,399.76,Karen Joy Fowler,4967
4125,38315.Fooled_by_Randomness,Fooled by Randomness: The Hidden Role of Chance in Life and in the Markets,398.24,Nassim Nicholas Taleb (Goodreads Author),5509
4126,17156015-beauty-from-pain,Beauty from Pain,137.56,Georgia Cates (Goodreads Author),4271
4127,223380.Stories_of_Your_Life_and_Others,Stories of Your Life and Others,1573.96,Ted Chiang,6910
4128,24580.The_Adventures_of_Tom_Sawyer_and_Adventures_of_Huckleberry_Finn,The Adventures of Tom Sawyer and Adventures of Huckleberry Finn,399.76,"Mark Twain, Shelly Fisher Fishkin (Introduction)",3593
4129,62292.Sword_in_the_Storm,Sword in the Storm,329.84,David Gemmell,8100
4130,81779.The_Symposium,The Symposium,614.84,"Plato, Christopher Gill (Translator, Introduction, Notes)",4391
4131,23005802-the-waking,The Waking,529.42,Lucian Bane (Goodreads Author),8981
4132,82436.Looking_for_Alibrandi,Looking for Alibrandi,290.32,Melina Marchetta (Goodreads Author),3205
4133,8138071-pale-demon,Pale Demon,356.44,Kim Harrison (Goodreads Author),3909
4134,45791.The_Ballad_of_the_Sad_Caf_and_Other_Stories,The Ballad of the Sad Café and Other Stories,208.24,Carson McCullers,4981
4135,22443261-the-rithmatist,The Rithmatist,529.42,Brandon Sanderson (Goodreads Author),8498
4136,6134783-prey,Prey,64.6,Rachel Vincent (Goodreads Author),7410
4137,252.Sexus,Sexus,1292.76,Henry Miller,6041
4138,77507.Red_Mars,Red Mars,313.12,Kim Stanley Robinson,3311
4139,465904.Dragonsdawn,Dragonsdawn,529.42,Anne McCaffrey,8450
4140,10841167-dark-inside,Dark Inside,110.2,Jeyn Roberts (Goodreads Author),5298
4141,49596.The_Secret_Adversary,The Secret Adversary,1703.92,Agatha Christie,6768
4142,28187230-the-woman-in-cabin-10,The Woman in Cabin 10,127.68,Ruth Ware (Goodreads Author),8525
4143,1629601.The_Disreputable_History_of_Frankie_Landau_Banks,The Disreputable History of Frankie Landau-Banks,246.24,E. Lockhart (Goodreads Author),3488
4144,23359964-one-plus-one,One Plus One,221.92,Jojo Moyes (Goodreads Author),8128
4145,175004.Eagle_Strike,Eagle Strike,279.68,Anthony Horowitz (Goodreads Author),8707
4146,783505.Embers,Embers,64.6,"Sándor Márai, Carol Brown Janeway (Translator)",7951
4147,22695.Summer_Sisters,Summer Sisters,150.48,Judy Blume (Goodreads Author),6666
4148,968868.The_Book_of_the_New_Sun,The Book of the New Sun,2960.96,Gene Wolfe,4062
4149,11106458-the-mortal-instruments,The Mortal Instruments,529.42,Cassandra Clare (Goodreads Author),8310
4150,4836308-the-physick-book-of-deliverance-dane,The Physick Book of Deliverance Dane,240.92,Katherine Howe (Goodreads Author),4734
4151,268187.Lilith,Lilith,1188.64,George MacDonald,6153
4152,22522805-the-buried-giant,The Buried Giant,760.76,Kazuo Ishiguro,8353
4153,218431.The_History_of_Joseph_Smith_by_His_Mother,The History of Joseph Smith by His Mother,338.2,Lucy Mack Smith,4201
4154,10235.Mountains_Beyond_Mountains,"Mountains Beyond Mountains: The Quest of Dr. Paul Farmer, a Man Who Would Cure the World",217.36,Tracy Kidder,4773
4155,13530973-antifragile,Antifragile: Things That Gain from Disorder,1592.2,Nassim Nicholas Taleb (Goodreads Author),5509
4156,17332310-kiss-of-the-night,Kiss of the Night,1041.96,Sherrilyn Kenyon (Goodreads Author),7008
4157,21015194-shit-my-history-teacher-did-not-tell-me,Shit my History Teacher DID NOT tell me!,529.42,Karl Wiggins (Goodreads Author),7026
4158,22842297-the-bridge-to-caracas,The Bridge To Caracas,529.42,Stephen Douglass (Goodreads Author),7336
4159,26792006-love-lies,Love Lies: A True Story of Marriage and Murder in the Suburbs,529.42,Amanda Lamb (Goodreads Author),5249
4160,74731.The_Stupidest_Angel,The Stupidest Angel: A Heartwarming Tale of Christmas Terror,319.96,Christopher Moore (Goodreads Author),7368
4161,12369942-endless,Endless,1445.52,Jessica Shirvington (Goodreads Author),6160
4162,22318578-the-life-changing-magic-of-tidying-up,The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing,234.84,"Marie Kondō (Goodreads Author), Cathy Hirano (Translator)",6105
4163,182185.Brief_einer_Unbekannten,Brief einer Unbekannten,110.2,Stefan Zweig,8499
4164,15730101-the-call-of-cthulhu,The Call of Cthulhu,529.42,H.P. Lovecraft,4356
4165,6457229-the-monstrumologist,The Monstrumologist,265.24,Rick Yancey,7490
4166,18104607-beautiful-oblivion,Beautiful Oblivion,529.42,Jamie McGuire (Goodreads Author),6410
4167,16433.Forever_Odd,Forever Odd,217.36,Dean Koontz (Goodreads Author),3202
4168,3331756,عائد إلى حيفا,529.42,غسان كنفاني,6329
4169,397507.Heaven_Has_No_Favorites,Heaven Has No Favorites,416.48,Erich Maria Remarque,4640
4170,17312201-the-son-of-sobek,The Son of Sobek,529.42,Rick Riordan (Goodreads Author),3190
4171,12849385-the-innocent,The Innocent,240.92,David Baldacci (Goodreads Author),8146
4172,10628.Night_Shift,Night Shift,529.42,"Stephen King (Goodreads Author), John D. MacDonald (Introduction)",4535
4173,34368744-the-touch,The Touch: A Supernatural Story,529.42,Robert Flynn III,3115
4174,63137.Niebla,Niebla,145.16,Miguel de Unamuno,3894
4175,28734.Magic_s_Price,Magic's Price,217.36,Mercedes Lackey,4964
4176,30068.The_Book_of_the_Dead,The Book of the Dead,333.64,"Douglas Preston (Goodreads Author), Lincoln Child",7451
4177,51070.The_Secret_Diary_of_Adrian_Mole_Aged_13_3_4,"The Secret Diary of Adrian Mole, Aged 13 3/4",323.76,Sue Townsend,6865
4178,35823649-dead-men-s-trousers,Dead Men's Trousers,449.92,Irvine Welsh,5578
4179,2501455._,فوضى الحواس,529.42,"Ahlam Mosteghanemi (Goodreads Author), أحلام مستغانمي",8886
4180,32682.Patriot_Games,Patriot Games,240.16,Tom Clancy,7307
4181,9917945-perfect,Perfect,332.12,Ellen Hopkins (Goodreads Author),3149
4182,6427.Two_for_the_Dough,Two for the Dough,209.76,Janet Evanovich (Goodreads Author),7647
4183,416580.The_Seventh_Scroll,The Seventh Scroll,239.4,Wilbur Smith,5468
4184,8293938-moon-over-manifest,Moon Over Manifest,498.56,Clare Vanderpool,5315
4185,867247.A_Book_of_Five_Rings,A Book of Five Rings: The Classic Guide to Strategy,474.24,"Miyamoto Musashi, Victor Harris (Translator)",8453
4186,6422.Four_to_Score,Four to Score,215.08,Janet Evanovich (Goodreads Author),7647
